OBJECTID,SHAPE,BEZ,BEZ_N,STRNAM,HNR,HNR_BIS,FUNDKATEGORIE,FUNDKATEGORIE_N,FUNDE,FUNDE_N,DATIERUNG,DATIERUNG_N,"k-means(BEZ_N, FUNDE_N)","dbscan(BEZ_N, FUNDE_N)","agnes(BEZ_N, FUNDE_N)","k-means(BEZ_N, FUNDE_N, DATIERUNG_N)","dbscan(BEZ_N, FUNDE_N, DATIERUNG_N)","agnes(BEZ_N, FUNDE_N, DATIERUNG_N)","k-means(BEZ_N, FUNDE_N, DATIERUNG_N, FUNDKATEGORIE_N)","dbscan(BEZ_N, FUNDE_N, DATIERUNG_N, FUNDKATEGORIE_N)","agnes(BEZ_N, FUNDE_N, DATIERUNG_N, FUNDKATEGORIE_N)"
4547152,POINT (16.364660884858388 48.21365586944091),1,0.0,Heßgasse,1,,2,0.25,715,0.9727520435967304,27,0.8125,0,26,0,3,0,0,2,0,0
4547152,POINT (16.364660884858388 48.21365586944091),1,0.0,Heßgasse,1,,2,0.25,319,0.433242506811989,27,0.8125,2,2,0,1,0,0,3,0,0
4547152,POINT (16.364660884858388 48.21365586944091),1,0.0,Heßgasse,1,,2,0.25,174,0.2356948228882834,27,0.8125,2,25,0,1,0,0,3,0,0
4547152,POINT (16.364660884858388 48.21365586944091),1,0.0,Heßgasse,1,,2,0.25,422,0.5735694822888283,27,0.8125,0,13,0,1,0,0,3,0,0
4547153,POINT (16.36839529076307 48.2084078804198),1,0.0,Habsburgergasse,10,,2,0.25,241,0.326975476839237,15,0.4375,2,25,0,0,1,0,0,0,0
4547153,POINT (16.36839529076307 48.2084078804198),1,0.0,Habsburgergasse,10,,2,0.25,630,0.8569482288828338,15,0.4375,0,27,0,3,1,0,2,0,0
4547153,POINT (16.36839529076307 48.2084078804198),1,0.0,Habsburgergasse,10,,2,0.25,319,0.433242506811989,15,0.4375,2,2,0,0,1,0,0,0,0
4547154,POINT (16.372596710386468 48.21125013608679),1,0.0,Hoher Markt (Berghof),8,9,2,0.25,715,0.9727520435967304,27,0.8125,0,26,0,3,0,0,2,0,0
4547154,POINT (16.372596710386468 48.21125013608679),1,0.0,Hoher Markt (Berghof),8,9,2,0.25,457,0.6212534059945504,27,0.8125,0,13,0,1,0,0,3,0,0
4547155,POINT (16.313101994002945 48.270201128760675),19,0.8181818181818182,"Cobenzl, Latisberg",,,1,0.0,571,0.776566757493188,32,0.96875,1,-1,1,2,0,2,1,0,1
4547156,POINT (16.369769890417547 48.212406131337374),1,0.0,Wipplingerstraße,14,,2,0.25,715,0.9727520435967304,27,0.8125,0,26,0,3,0,0,2,0,0
4547156,POINT (16.369769890417547 48.212406131337374),1,0.0,Wipplingerstraße,14,,2,0.25,319,0.433242506811989,27,0.8125,2,2,0,1,0,0,3,0,0
4547156,POINT (16.369769890417547 48.212406131337374),1,0.0,Wipplingerstraße,14,,2,0.25,422,0.5735694822888283,27,0.8125,0,13,0,1,0,0,3,0,0
4547157,POINT (16.36978365166127 48.20434997407444),1,0.0,Maysedergasse,2,4,2,0.25,715,0.9727520435967304,27,0.8125,0,26,0,3,0,0,2,0,0
4547157,POINT (16.36978365166127 48.20434997407444),1,0.0,Maysedergasse,2,4,2,0.25,457,0.6212534059945504,27,0.8125,0,13,0,1,0,0,3,0,0
4547157,POINT (16.36978365166127 48.20434997407444),1,0.0,Maysedergasse,2,4,2,0.25,422,0.5735694822888283,27,0.8125,0,13,0,1,0,0,3,0,0
4547158,POINT (16.364093331059532 48.21370732414004),1,0.0,Schottenbastei,,,3,0.5,319,0.433242506811989,27,0.8125,2,2,0,1,0,0,3,0,0
4547158,POINT (16.364093331059532 48.21370732414004),1,0.0,Schottenbastei,,,3,0.5,644,0.8760217983651226,27,0.8125,0,27,0,3,0,0,2,0,0
4547158,POINT (16.364093331059532 48.21370732414004),1,0.0,Schottenbastei,,,3,0.5,568,0.7724795640326976,27,0.8125,0,28,0,3,0,0,2,0,0
4547158,POINT (16.364093331059532 48.21370732414004),1,0.0,Schottenbastei,,,3,0.5,644,0.8760217983651226,27,0.8125,0,27,0,3,0,0,2,0,0
4547158,POINT (16.364093331059532 48.21370732414004),1,0.0,Schottenbastei,,,3,0.5,461,0.6267029972752044,27,0.8125,0,13,0,1,0,0,3,0,0
4547158,POINT (16.364093331059532 48.21370732414004),1,0.0,Schottenbastei,,,3,0.5,174,0.2356948228882834,27,0.8125,2,25,0,1,0,0,3,0,0
4547158,POINT (16.364093331059532 48.21370732414004),1,0.0,Schottenbastei,,,3,0.5,150,0.2029972752043596,27,0.8125,2,3,0,1,0,0,3,0,0
4547158,POINT (16.364093331059532 48.21370732414004),1,0.0,Schottenbastei,,,3,0.5,337,0.4577656675749318,27,0.8125,2,2,0,1,0,0,3,0,0
4547159,POINT (16.381448104399837 48.196260746229235),3,0.0909090909090909,Rennweg,10,,1,0.0,457,0.6212534059945504,27,0.8125,0,20,0,1,0,0,3,0,0
4547160,POINT (16.369411346213965 48.211916240427946),1,0.0,Judenplatz,9,,1,0.0,715,0.9727520435967304,27,0.8125,0,26,0,3,0,0,2,0,0
4547161,POINT (16.369335047176058 48.210864955652724),1,0.0,Schulhof,2,,1,0.0,319,0.433242506811989,21,0.625,2,2,0,1,0,0,3,0,0
4547162,POINT (16.37114460251386 48.21122225885598),1,0.0,Schultergasse,5,,1,0.0,457,0.6212534059945504,27,0.8125,0,13,0,1,0,0,3,0,0
4547163,POINT (16.36986365343558 48.192784011687266),4,0.1363636363636363,Mayerhofgasse,3,,2,0.25,15,0.0190735694822888,27,0.8125,2,-1,0,1,0,0,3,0,0
4547163,POINT (16.36986365343558 48.192784011687266),4,0.1363636363636363,Mayerhofgasse,3,,2,0.25,630,0.8569482288828338,27,0.8125,0,81,0,3,0,0,2,0,0
4547164,POINT (16.37950691249474 48.20821993613615),1,0.0,Dominikanerbastei,2,6,2,0.25,319,0.433242506811989,33,1.0,2,2,0,1,0,0,3,0,0
4547164,POINT (16.37950691249474 48.20821993613615),1,0.0,Dominikanerbastei,2,6,2,0.25,644,0.8760217983651226,33,1.0,0,27,0,3,0,0,2,0,0
4547164,POINT (16.37950691249474 48.20821993613615),1,0.0,Dominikanerbastei,2,6,2,0.25,568,0.7724795640326976,33,1.0,0,28,0,3,0,0,2,0,0
4547164,POINT (16.37950691249474 48.20821993613615),1,0.0,Dominikanerbastei,2,6,2,0.25,126,0.1702997275204359,33,1.0,2,3,0,1,0,0,3,0,0
4547165,POINT (16.370344072840744 48.210094840487095),1,0.0,Tuchlauben,8,,1,0.0,577,0.784741144414169,9,0.25,0,28,0,0,1,0,0,0,0
4547166,POINT (16.373537829427402 48.21022397758069),1,0.0,Kramergasse,13,,2,0.25,422,0.5735694822888283,27,0.8125,0,13,0,1,0,0,3,0,0
4547167,POINT (16.356702618776 48.20620536631437),7,0.2727272727272727,Museumsstraße,,,1,0.0,319,0.433242506811989,9,0.25,2,59,0,0,1,0,0,0,0
4547168,POINT (16.367309501425144 48.21310932070948),1,0.0,Renngasse,9,,2,0.25,223,0.3024523160762942,22,0.65625,2,25,0,1,0,0,3,0,0
4547168,POINT (16.367309501425144 48.21310932070948),1,0.0,Renngasse,9,,2,0.25,422,0.5735694822888283,22,0.65625,0,13,0,1,0,0,3,0,0
4547169,POINT (16.369744224254394 48.20162214163732),1,0.0,Bösendorferstraße,1,2,2,0.25,422,0.5735694822888283,27,0.8125,0,13,0,1,0,0,3,0,0
4547170,POINT (16.37126439269791 48.20459053157961),1,0.0,Annagasse,3,,1,0.0,10,0.0122615803814713,22,0.65625,2,3,0,1,0,0,3,0,0
4547170,POINT (16.37126439269791 48.20459053157961),1,0.0,Annagasse,3,,1,0.0,457,0.6212534059945504,22,0.65625,0,13,0,1,0,0,2,0,0
4547171,POINT (16.37090097883575 48.20394232038231),1,0.0,Krugerstraße,4,,3,0.5,715,0.9727520435967304,27,0.8125,0,26,0,3,0,0,2,0,0
4547171,POINT (16.37090097883575 48.20394232038231),1,0.0,Krugerstraße,4,,3,0.5,337,0.4577656675749318,27,0.8125,2,2,0,1,0,0,3,0,0
4547171,POINT (16.37090097883575 48.20394232038231),1,0.0,Krugerstraße,4,,3,0.5,223,0.3024523160762942,27,0.8125,2,25,0,1,0,0,3,0,0
4547171,POINT (16.37090097883575 48.20394232038231),1,0.0,Krugerstraße,4,,3,0.5,428,0.5817438692098093,27,0.8125,0,13,0,1,0,0,3,0,0
4547172,POINT (16.363564470725045 48.18452222997932),5,0.1818181818181818,Hauslabgasse,24,25,3,0.5,223,0.3024523160762942,21,0.625,2,-1,0,1,0,0,3,0,0
4547172,POINT (16.363564470725045 48.18452222997932),5,0.1818181818181818,Hauslabgasse,24,25,3,0.5,457,0.6212534059945504,21,0.625,0,109,0,1,0,0,3,0,0
4547173,POINT (16.35962268214267 48.199877899919855),6,0.2272727272727272,Fillgradergasse,6,,1,0.0,239,0.32425068119891,21,0.625,2,30,0,1,0,0,3,0,0
4547174,POINT (16.359326804411022 48.19109660077836),5,0.1818181818181818,Schloßgasse,21,,1,0.0,457,0.6212534059945504,27,0.8125,0,109,0,1,0,0,3,0,0
4547141,POINT (16.3864494031045 48.19464768893542),3,0.0909090909090909,Rennweg,,,1,0.0,645,0.8773841961852861,27,0.8125,0,18,0,3,0,0,2,0,0
4547142,POINT (16.387094537388737 48.19629178275576),3,0.0909090909090909,Ungargasse,69,,2,0.25,462,0.6280653950953679,27,0.8125,0,20,0,1,0,0,3,0,0
4547142,POINT (16.387094537388737 48.19629178275576),3,0.0909090909090909,Ungargasse,69,,2,0.25,319,0.433242506811989,27,0.8125,2,16,0,1,0,0,3,0,0
4547143,POINT (16.388895999354798 48.197949979588266),3,0.0909090909090909,Dapontegasse,5,,1,0.0,513,0.6975476839237057,27,0.8125,0,108,0,3,0,0,2,0,0
4547144,POINT (16.395482364335873 48.202303314925345),3,0.0909090909090909,Erdbergstraße,23,,1,0.0,425,0.5776566757493188,33,1.0,0,35,0,1,0,0,3,0,0
4547175,POINT (16.349070885832045 48.205827423170305),7,0.2727272727272727,Neubaugasse,79,,3,0.5,428,0.5817438692098093,27,0.8125,0,110,0,1,0,0,3,0,0
4547175,POINT (16.349070885832045 48.205827423170305),7,0.2727272727272727,Neubaugasse,79,,3,0.5,457,0.6212534059945504,27,0.8125,0,60,0,1,0,0,3,0,0
4547175,POINT (16.349070885832045 48.205827423170305),7,0.2727272727272727,Neubaugasse,79,,3,0.5,319,0.433242506811989,27,0.8125,2,59,0,1,0,0,3,0,0
4547176,POINT (16.375758656498437 48.21172935438236),1,0.0,Rotenturmstraße,29,,2,0.25,490,0.6662125340599455,21,0.625,0,13,0,3,0,0,2,0,0
4547176,POINT (16.375758656498437 48.21172935438236),1,0.0,Rotenturmstraße,29,,2,0.25,543,0.7384196185286104,21,0.625,0,13,0,3,0,0,2,0,0
4547177,POINT (16.37676423325328 48.208910951938414),1,0.0,Bäckerstraße,11,,1,0.0,457,0.6212534059945504,27,0.8125,0,13,0,1,0,0,3,0,0
4547178,POINT (16.37317990781065 48.20178353952624),1,0.0,Kärntner Ring,15,,1,0.0,457,0.6212534059945504,27,0.8125,0,13,0,1,0,0,3,0,0
4547178,POINT (16.37317990781065 48.20178353952624),1,0.0,Kärntner Ring,15,,1,0.0,715,0.9727520435967304,27,0.8125,0,26,0,3,0,0,2,0,0
4547179,POINT (16.37579825923526 48.21121137651091),1,0.0,Rotenturmstraße,20,22,2,0.25,223,0.3024523160762942,27,0.8125,2,25,0,1,0,0,3,0,0
4547180,POINT (16.366016737786467 48.208313590881446),1,0.0,Schauflergasse,2,,1,0.0,715,0.9727520435967304,27,0.8125,0,26,0,3,0,0,2,0,0
4547180,POINT (16.366016737786467 48.208313590881446),1,0.0,Schauflergasse,2,,1,0.0,626,0.8514986376021798,27,0.8125,0,27,0,3,0,0,2,0,0
4547181,POINT (16.323501546523953 48.216619765576056),17,0.7272727272727273,Horneckgasse,16,,2,0.25,319,0.433242506811989,18,0.53125,1,31,1,2,0,2,1,0,1
4547181,POINT (16.323501546523953 48.216619765576056),17,0.7272727272727273,Horneckgasse,16,,2,0.25,572,0.7779291553133515,18,0.53125,1,-1,1,2,-1,1,1,0,1
4547181,POINT (16.323501546523953 48.216619765576056),17,0.7272727272727273,Horneckgasse,16,,2,0.25,337,0.4577656675749318,18,0.53125,1,-1,1,2,0,2,1,0,1
4547181,POINT (16.323501546523953 48.216619765576056),17,0.7272727272727273,Horneckgasse,16,,2,0.25,241,0.326975476839237,18,0.53125,1,91,1,2,0,2,1,0,1
4546830,POINT (16.348864883419694 48.24110555968303),19,0.8181818181818182,Billrothstraße,,,1,0.0,457,0.6212534059945504,27,0.8125,1,7,1,2,0,2,1,0,1
4546831,POINT (16.364653136216965 48.25919126958312),19,0.8181818181818182,Greinergasse,,,1,0.0,457,0.6212534059945504,27,0.8125,1,7,1,2,0,2,1,0,1
4546832,POINT (16.359685130574995 48.25409031425043),19,0.8181818181818182,Grinzinger Straße,,,1,0.0,457,0.6212534059945504,27,0.8125,1,7,1,2,0,2,1,0,1
4546833,POINT (16.372785633536292 48.210945961435016),1,0.0,Hoher Markt,,,2,0.25,715,0.9727520435967304,27,0.8125,0,26,0,3,0,0,2,0,0
4546833,POINT (16.372785633536292 48.210945961435016),1,0.0,Hoher Markt,,,2,0.25,457,0.6212534059945504,27,0.8125,0,13,0,1,0,0,3,0,0
4546834,POINT (16.365041547560104 48.207003824735644),1,0.0,Hofburg,,,3,0.5,457,0.6212534059945504,27,0.8125,0,13,0,1,0,0,3,0,0
4546834,POINT (16.365041547560104 48.207003824735644),1,0.0,Hofburg,,,3,0.5,98,0.1321525885558583,27,0.8125,2,3,0,1,0,0,3,0,0
4546834,POINT (16.365041547560104 48.207003824735644),1,0.0,Hofburg,,,3,0.5,531,0.7220708446866485,27,0.8125,0,13,0,3,0,0,2,0,0
4546834,POINT (16.365041547560104 48.207003824735644),1,0.0,Hofburg,,,3,0.5,620,0.8433242506811989,27,0.8125,0,27,0,3,0,0,2,0,0
4546835,POINT (16.365260464070904 48.20746254968134),1,0.0,Hofburg,,,1,0.0,319,0.433242506811989,27,0.8125,2,2,0,1,0,0,3,0,0
4546836,POINT (16.368779973338075 48.20109154909753),1,0.0,Friedrichstraße,,,1,0.0,457,0.6212534059945504,27,0.8125,0,13,0,1,0,0,3,0,0
4546837,POINT (16.36691030645208 48.213731146990625),1,0.0,Wipplingerstraße,31,,1,0.0,103,0.1389645776566757,27,0.8125,2,3,0,1,0,0,3,0,0
4546838,POINT (16.372968920307105 48.20875189953467),1,0.0,Stephansplatz (Stephansdom),,,1,0.0,269,0.3651226158038146,27,0.8125,2,25,0,1,0,0,3,0,0
4546839,POINT (16.367717009200458 48.20884486942921),1,0.0,Kohlmarkt,18,,1,0.0,715,0.9727520435967304,27,0.8125,0,26,0,3,0,0,2,0,0
4546839,POINT (16.367717009200458 48.20884486942921),1,0.0,Kohlmarkt,18,,1,0.0,319,0.433242506811989,27,0.8125,2,2,0,1,0,0,3,0,0
4546840,POINT (16.36894966628576 48.201031785727174),1,0.0,Karlsplatz,1,,1,0.0,457,0.6212534059945504,27,0.8125,0,13,0,1,0,0,3,0,0
4546840,POINT (16.36894966628576 48.201031785727174),1,0.0,Karlsplatz,1,,1,0.0,15,0.0190735694822888,27,0.8125,2,3,0,1,0,0,3,0,0
4546841,POINT (16.36356439551715 48.210385034573214),1,0.0,Bankgasse,5,,1,0.0,319,0.433242506811989,27,0.8125,2,2,0,1,0,0,3,0,0
4546841,POINT (16.36356439551715 48.210385034573214),1,0.0,Bankgasse,5,,1,0.0,715,0.9727520435967304,27,0.8125,0,26,0,3,0,0,2,0,0
4546841,POINT (16.36356439551715 48.210385034573214),1,0.0,Bankgasse,5,,1,0.0,85,0.1144414168937329,27,0.8125,2,3,0,1,0,0,3,0,0
4546842,POINT (16.370945859412895 48.204617752047255),1,0.0,Annagasse,,,3,0.5,715,0.9727520435967304,27,0.8125,0,26,0,3,0,0,2,0,0
4546842,POINT (16.370945859412895 48.204617752047255),1,0.0,Annagasse,,,3,0.5,395,0.5367847411444142,27,0.8125,0,29,0,1,0,0,3,0,0
4546843,POINT (16.368588611121336 48.21295297945179),1,0.0,Wipplingerstraße,24,,2,0.25,422,0.5735694822888283,27,0.8125,0,13,0,1,0,0,3,0,0
4546843,POINT (16.368588611121336 48.21295297945179),1,0.0,Wipplingerstraße,24,,2,0.25,715,0.9727520435967304,27,0.8125,0,26,0,3,0,0,2,0,0
4546843,POINT (16.368588611121336 48.21295297945179),1,0.0,Wipplingerstraße,24,,2,0.25,319,0.433242506811989,27,0.8125,2,2,0,1,0,0,3,0,0
4546843,POINT (16.368588611121336 48.21295297945179),1,0.0,Wipplingerstraße,24,,2,0.25,457,0.6212534059945504,27,0.8125,0,13,0,1,0,0,3,0,0
4546843,POINT (16.368588611121336 48.21295297945179),1,0.0,Wipplingerstraße,24,,2,0.25,186,0.2520435967302452,27,0.8125,2,25,0,1,0,0,3,0,0
4546844,POINT (16.37318332677253 48.21057186905394),1,0.0,Hoher Markt,1,,2,0.25,715,0.9727520435967304,27,0.8125,0,26,0,3,0,0,2,0,0
4546844,POINT (16.37318332677253 48.21057186905394),1,0.0,Hoher Markt,1,,2,0.25,307,0.4168937329700272,27,0.8125,2,2,0,1,0,0,3,0,0
4546845,POINT (16.377401068656184 48.2071709146814),1,0.0,Jakobergasse,,,1,0.0,457,0.6212534059945504,27,0.8125,0,13,0,1,0,0,3,0,0
4546846,POINT (16.377621711149665 48.207080417415185),1,0.0,Jakobergasse,,,1,0.0,319,0.433242506811989,33,1.0,2,2,0,1,0,0,3,0,0
4546846,POINT (16.377621711149665 48.207080417415185),1,0.0,Jakobergasse,,,1,0.0,715,0.9727520435967304,33,1.0,0,26,0,3,0,0,2,0,0
4546846,POINT (16.377621711149665 48.207080417415185),1,0.0,Jakobergasse,,,1,0.0,457,0.6212534059945504,33,1.0,0,13,0,1,0,0,3,0,0
4546847,POINT (16.372410625295736 48.21125126514973),1,0.0,Hoher Markt,8,9,2,0.25,641,0.8719346049046321,15,0.4375,0,27,0,3,1,0,2,0,0
4546847,POINT (16.372410625295736 48.21125126514973),1,0.0,Hoher Markt,8,9,2,0.25,120,0.162125340599455,15,0.4375,2,3,0,0,1,0,0,0,0
4546848,POINT (16.36369871683422 48.209281948353116),1,0.0,Minoritenplatz,1,2,1,0.0,337,0.4577656675749318,27,0.8125,2,2,0,1,0,0,3,0,0
4546848,POINT (16.36369871683422 48.209281948353116),1,0.0,Minoritenplatz,1,2,1,0.0,715,0.9727520435967304,27,0.8125,0,26,0,3,0,0,2,0,0
4546848,POINT (16.36369871683422 48.209281948353116),1,0.0,Minoritenplatz,1,2,1,0.0,319,0.433242506811989,27,0.8125,2,2,0,1,0,0,3,0,0
4546849,POINT (16.376821309329582 48.21105295423258),1,0.0,Griechengasse,6,,2,0.25,422,0.5735694822888283,33,1.0,0,13,0,1,0,0,3,0,0
4546850,POINT (16.42072186041284 48.13080042240489),10,0.4090909090909091,Klederinger Straße,,,2,0.25,422,0.5735694822888283,27,0.8125,0,45,0,1,0,0,3,0,0
4546850,POINT (16.42072186041284 48.13080042240489),10,0.4090909090909091,Klederinger Straße,,,2,0.25,223,0.3024523160762942,27,0.8125,2,46,0,1,0,0,3,0,0
4546850,POINT (16.42072186041284 48.13080042240489),10,0.4090909090909091,Klederinger Straße,,,2,0.25,319,0.433242506811989,27,0.8125,2,47,0,1,0,0,3,0,0
4546850,POINT (16.42072186041284 48.13080042240489),10,0.4090909090909091,Klederinger Straße,,,2,0.25,650,0.8841961852861036,27,0.8125,0,53,0,3,0,0,2,0,0
4546850,POINT (16.42072186041284 48.13080042240489),10,0.4090909090909091,Klederinger Straße,,,2,0.25,435,0.5912806539509536,27,0.8125,0,45,0,1,0,0,3,0,0
4546850,POINT (16.42072186041284 48.13080042240489),10,0.4090909090909091,Klederinger Straße,,,2,0.25,715,0.9727520435967304,27,0.8125,0,63,0,3,0,0,2,0,0
4546851,POINT (16.37534305221489 48.207435307275595),1,0.0,Grünangergasse,,,3,0.5,233,0.3160762942779291,9,0.25,2,25,0,0,1,0,0,0,0
4546852,POINT (16.367777493904914 48.20560100677415),1,0.0,Hofburg (Hofburgpfarrkirche),,,1,0.0,234,0.3174386920980926,9,0.25,2,25,0,0,1,0,0,0,0
4546853,POINT (16.354903105784864 48.22159761781947),9,0.3636363636363636,Währinger Straße,,,1,0.0,715,0.9727520435967304,27,0.8125,0,40,0,3,0,0,2,0,0
4546853,POINT (16.354903105784864 48.22159761781947),9,0.3636363636363636,Währinger Straße,,,1,0.0,626,0.8514986376021798,27,0.8125,0,67,0,3,0,0,2,0,0
4546854,POINT (16.380046155332842 48.208694771278),1,0.0,Dominikanerbastei,,,1,0.0,127,0.1716621253405994,27,0.8125,2,3,0,1,0,0,3,0,0
4546854,POINT (16.380046155332842 48.208694771278),1,0.0,Dominikanerbastei,,,1,0.0,457,0.6212534059945504,27,0.8125,0,13,0,1,0,0,3,0,0
4546855,POINT (16.44093532461343 48.191894331218855),2,0.0454545454545454,Prater,,,1,0.0,319,0.433242506811989,21,0.625,2,41,0,1,0,0,3,0,0
4546855,POINT (16.44093532461343 48.191894331218855),2,0.0454545454545454,Prater,,,1,0.0,650,0.8841961852861036,21,0.625,0,111,0,3,0,0,2,0,0
4546856,POINT (16.368317962203225 48.20801243423784),1,0.0,Habsburgergasse,7,,1,0.0,319,0.433242506811989,27,0.8125,2,2,0,1,0,0,3,0,0
4546856,POINT (16.368317962203225 48.20801243423784),1,0.0,Habsburgergasse,7,,1,0.0,377,0.5122615803814714,27,0.8125,2,29,0,1,0,0,3,0,0
4546856,POINT (16.368317962203225 48.20801243423784),1,0.0,Habsburgergasse,7,,1,0.0,715,0.9727520435967304,27,0.8125,0,26,0,3,0,0,2,0,0
4546857,POINT (16.365686822494723 48.21205767826363),1,0.0,Freyung,7,,2,0.25,319,0.433242506811989,12,0.34375,2,2,0,0,1,0,0,0,0
4546857,POINT (16.365686822494723 48.21205767826363),1,0.0,Freyung,7,,2,0.25,457,0.6212534059945504,12,0.34375,0,13,0,0,1,0,0,0,0
4546857,POINT (16.365686822494723 48.21205767826363),1,0.0,Freyung,7,,2,0.25,241,0.326975476839237,12,0.34375,2,25,0,0,1,0,0,0,0
4546858,POINT (16.373910915891727 48.21209956153378),1,0.0,Salzgasse,,,1,0.0,715,0.9727520435967304,27,0.8125,0,26,0,3,0,0,2,0,0
4546858,POINT (16.373910915891727 48.21209956153378),1,0.0,Salzgasse,,,1,0.0,626,0.8514986376021798,27,0.8125,0,27,0,3,0,0,2,0,0
4546859,POINT (16.373469045781437 48.20398352240584),1,0.0,Annagasse,,,1,0.0,319,0.433242506811989,27,0.8125,2,2,0,1,0,0,3,0,0
4546859,POINT (16.373469045781437 48.20398352240584),1,0.0,Annagasse,,,1,0.0,644,0.8760217983651226,27,0.8125,0,27,0,3,0,0,2,0,0
4546859,POINT (16.373469045781437 48.20398352240584),1,0.0,Annagasse,,,1,0.0,568,0.7724795640326976,27,0.8125,0,28,0,3,0,0,2,0,0
4546859,POINT (16.373469045781437 48.20398352240584),1,0.0,Annagasse,,,1,0.0,650,0.8841961852861036,27,0.8125,0,27,0,3,0,0,2,0,0
4546860,POINT (16.36420475198496 48.20596431664188),1,0.0,Heldenplatz,,,1,0.0,319,0.433242506811989,15,0.4375,2,2,0,0,1,0,0,0,0
4546860,POINT (16.36420475198496 48.20596431664188),1,0.0,Heldenplatz,,,1,0.0,422,0.5735694822888283,15,0.4375,0,13,0,0,1,0,0,0,0
4546861,POINT (16.379239493095945 48.207676108754384),1,0.0,Stubenbastei,2,6,2,0.25,422,0.5735694822888283,11,0.3125,0,13,0,0,1,0,0,0,0
4546861,POINT (16.379239493095945 48.207676108754384),1,0.0,Stubenbastei,2,6,2,0.25,223,0.3024523160762942,11,0.3125,2,25,0,0,1,0,0,0,0
4546862,POINT (16.36826207312597 48.204141316875834),1,0.0,Hanuschgasse,1,3,1,0.0,319,0.433242506811989,27,0.8125,2,2,0,1,0,0,3,0,0
4546863,POINT (16.361749964363543 48.21406067385592),1,0.0,Schottentor,,,2,0.25,319,0.433242506811989,27,0.8125,2,2,0,1,0,0,3,0,0
4546863,POINT (16.361749964363543 48.21406067385592),1,0.0,Schottentor,,,2,0.25,644,0.8760217983651226,27,0.8125,0,27,0,3,0,0,2,0,0
4546863,POINT (16.361749964363543 48.21406067385592),1,0.0,Schottentor,,,2,0.25,568,0.7724795640326976,27,0.8125,0,28,0,3,0,0,2,0,0
4546863,POINT (16.361749964363543 48.21406067385592),1,0.0,Schottentor,,,2,0.25,715,0.9727520435967304,27,0.8125,0,26,0,3,0,0,2,0,0
4546863,POINT (16.361749964363543 48.21406067385592),1,0.0,Schottentor,,,2,0.25,626,0.8514986376021798,27,0.8125,0,27,0,3,0,0,2,0,0
4546863,POINT (16.361749964363543 48.21406067385592),1,0.0,Schottentor,,,2,0.25,422,0.5735694822888283,27,0.8125,0,13,0,1,0,0,3,0,0
4546863,POINT (16.361749964363543 48.21406067385592),1,0.0,Schottentor,,,2,0.25,61,0.0817438692098092,27,0.8125,2,3,0,1,0,0,3,0,0
4546863,POINT (16.361749964363543 48.21406067385592),1,0.0,Schottentor,,,2,0.25,10,0.0122615803814713,27,0.8125,2,3,0,1,0,0,3,0,0
4546864,POINT (16.372459628138543 48.20866248912588),1,0.0,Stephansplatz (Stephansdom),,,2,0.25,460,0.6253405994550408,33,1.0,0,13,0,1,0,0,3,0,0
4546865,POINT (16.37243275492522 48.20856098215352),1,0.0,Stephansplatz,,,3,0.5,422,0.5735694822888283,11,0.3125,0,13,0,0,1,0,0,0,0
4546865,POINT (16.37243275492522 48.20856098215352),1,0.0,Stephansplatz,,,3,0.5,337,0.4577656675749318,11,0.3125,2,2,0,0,1,0,0,0,0
4546866,POINT (16.36662713274881 48.20802951463671),1,0.0,Michaelerplatz,,,2,0.25,319,0.433242506811989,12,0.34375,2,2,0,0,1,0,0,0,0
4546866,POINT (16.36662713274881 48.20802951463671),1,0.0,Michaelerplatz,,,2,0.25,211,0.2861035422343324,12,0.34375,2,25,0,0,1,0,0,0,0
4546866,POINT (16.36662713274881 48.20802951463671),1,0.0,Michaelerplatz,,,2,0.25,337,0.4577656675749318,12,0.34375,2,2,0,0,1,0,0,0,0
4546866,POINT (16.36662713274881 48.20802951463671),1,0.0,Michaelerplatz,,,2,0.25,457,0.6212534059945504,12,0.34375,0,13,0,0,1,0,0,0,0
4546866,POINT (16.36662713274881 48.20802951463671),1,0.0,Michaelerplatz,,,2,0.25,538,0.7316076294277929,12,0.34375,0,13,0,0,1,0,0,0,0
4546866,POINT (16.36662713274881 48.20802951463671),1,0.0,Michaelerplatz,,,2,0.25,548,0.7452316076294278,12,0.34375,0,13,0,0,1,0,0,0,0
4546866,POINT (16.36662713274881 48.20802951463671),1,0.0,Michaelerplatz,,,2,0.25,422,0.5735694822888283,12,0.34375,0,13,0,0,1,0,0,0,0
4546866,POINT (16.36662713274881 48.20802951463671),1,0.0,Michaelerplatz,,,2,0.25,241,0.326975476839237,12,0.34375,2,25,0,0,1,0,0,0,0
4546866,POINT (16.36662713274881 48.20802951463671),1,0.0,Michaelerplatz,,,2,0.25,462,0.6280653950953679,12,0.34375,0,13,0,0,1,0,0,0,0
4546867,POINT (16.37972367206612 48.209498294204266),1,0.0,Dominikanerbastei,9,11,1,0.0,39,0.0517711171662125,27,0.8125,2,3,0,1,0,0,3,0,0
4546867,POINT (16.37972367206612 48.209498294204266),1,0.0,Dominikanerbastei,9,11,1,0.0,319,0.433242506811989,27,0.8125,2,2,0,1,0,0,3,0,0
