OBJECTID,SHAPE,BEZ,BEZ_N,STRNAM,HNR,HNR_BIS,FUNDKATEGORIE,FUNDKATEGORIE_N,FUNDE,FUNDE_N,DATIERUNG,DATIERUNG_N,"k-means(BEZ_N, FUNDE_N)","dbscan(BEZ_N, FUNDE_N)","agnes(BEZ_N, FUNDE_N)","k-means(BEZ_N, FUNDE_N, DATIERUNG_N)","dbscan(BEZ_N, FUNDE_N, DATIERUNG_N)","agnes(BEZ_N, FUNDE_N, DATIERUNG_N)","k-means(BEZ_N, FUNDE_N, DATIERUNG_N, FUNDKATEGORIE_N)","dbscan(BEZ_N, FUNDE_N, DATIERUNG_N, FUNDKATEGORIE_N)","agnes(BEZ_N, FUNDE_N, DATIERUNG_N, FUNDKATEGORIE_N)"
4546867,POINT (16.37972367206612 48.209498294204266),1,0.0,Dominikanerbastei,9,11,1,0.0,436,0.5926430517711172,27,0.8125,0,13,0,1,0,0,3,0,0
4546868,POINT (16.367441021623712 48.21174739770025),1,0.0,Tiefer Graben,6,,1,0.0,715,0.9727520435967304,21,0.625,0,26,0,3,0,0,2,0,0
4546869,POINT (16.288666193206772 48.17499663800422),13,0.5454545454545455,Pacassigasse,,,2,0.25,696,0.946866485013624,27,0.8125,1,92,0,3,0,0,2,0,0
4546870,POINT (16.373442331794035 48.20862037392605),1,0.0,Stephansplatz (Stephansdom),,,1,0.0,15,0.0190735694822888,27,0.8125,2,3,0,1,0,0,3,0,0
4546871,POINT (16.371813979569335 48.20799709413217),1,0.0,Stock-im-Eisen-Platz,,,3,0.5,457,0.6212534059945504,27,0.8125,0,13,0,1,0,0,3,0,0
4546871,POINT (16.371813979569335 48.20799709413217),1,0.0,Stock-im-Eisen-Platz,,,3,0.5,715,0.9727520435967304,27,0.8125,0,26,0,3,0,0,2,0,0
4546871,POINT (16.371813979569335 48.20799709413217),1,0.0,Stock-im-Eisen-Platz,,,3,0.5,319,0.433242506811989,27,0.8125,2,2,0,1,0,0,3,0,0
4546871,POINT (16.371813979569335 48.20799709413217),1,0.0,Stock-im-Eisen-Platz,,,3,0.5,722,0.9822888283378748,27,0.8125,0,26,0,3,0,0,2,0,0
4546872,POINT (16.282431885871667 48.140787276928776),23,1.0,Mehlführergasse,,,2,0.25,696,0.946866485013624,27,0.8125,1,98,1,2,0,2,1,0,1
4546873,POINT (16.35655895003758 48.20858773220934),1,0.0,Bartensteingasse,,,1,0.0,715,0.9727520435967304,27,0.8125,0,26,0,3,0,0,2,0,0
4546873,POINT (16.35655895003758 48.20858773220934),1,0.0,Bartensteingasse,,,1,0.0,319,0.433242506811989,27,0.8125,2,2,0,1,0,0,3,0,0
4546874,POINT (16.36577221075519 48.21333997153532),1,0.0,Rockhgasse,2,4,1,0.0,15,0.0190735694822888,33,1.0,2,3,0,1,-1,0,3,0,0
4546875,POINT (16.369160594191456 48.21003777387682),1,0.0,Tuchlauben (Hochholzerhof),5,,2,0.25,422,0.5735694822888283,27,0.8125,0,13,0,1,0,0,3,0,0
4546875,POINT (16.369160594191456 48.21003777387682),1,0.0,Tuchlauben (Hochholzerhof),5,,2,0.25,241,0.326975476839237,27,0.8125,2,25,0,1,0,0,3,0,0
4546875,POINT (16.369160594191456 48.21003777387682),1,0.0,Tuchlauben (Hochholzerhof),5,,2,0.25,487,0.662125340599455,27,0.8125,0,13,0,3,0,0,2,0,0
4546876,POINT (16.365273956910176 48.21376731243508),1,0.0,Helferstorferstraße,6,,2,0.25,715,0.9727520435967304,27,0.8125,0,26,0,3,0,0,2,0,0
4546876,POINT (16.365273956910176 48.21376731243508),1,0.0,Helferstorferstraße,6,,2,0.25,626,0.8514986376021798,27,0.8125,0,27,0,3,0,0,2,0,0
4546876,POINT (16.365273956910176 48.21376731243508),1,0.0,Helferstorferstraße,6,,2,0.25,319,0.433242506811989,27,0.8125,2,2,0,1,0,0,3,0,0
4546876,POINT (16.365273956910176 48.21376731243508),1,0.0,Helferstorferstraße,6,,2,0.25,422,0.5735694822888283,27,0.8125,0,13,0,1,0,0,3,0,0
4546877,POINT (16.330176540354543 48.17922994548336),12,0.4999999999999999,Bonygasse,21,23,1,0.0,319,0.433242506811989,32,0.96875,1,112,0,2,0,0,1,0,0
4546877,POINT (16.330176540354543 48.17922994548336),12,0.4999999999999999,Bonygasse,21,23,1,0.0,32,0.0422343324250681,32,0.96875,2,-1,0,1,0,0,3,0,0
4546878,POINT (16.303296363802392 48.162779446202286),12,0.4999999999999999,Hervicusgasse,44,,1,0.0,457,0.6212534059945504,27,0.8125,1,113,0,2,0,0,1,0,0
4546879,POINT (16.32827513831134 48.17828548432031),12,0.4999999999999999,Pohlgasse,7,9,2,0.25,709,0.9645776566757494,32,0.96875,0,-1,0,3,0,0,2,0,0
4546879,POINT (16.32827513831134 48.17828548432031),12,0.4999999999999999,Pohlgasse,7,9,2,0.25,319,0.433242506811989,32,0.96875,1,112,0,2,0,0,1,0,0
4546879,POINT (16.32827513831134 48.17828548432031),12,0.4999999999999999,Pohlgasse,7,9,2,0.25,337,0.4577656675749318,32,0.96875,1,-1,0,2,0,0,1,0,0
4546879,POINT (16.32827513831134 48.17828548432031),12,0.4999999999999999,Pohlgasse,7,9,2,0.25,295,0.4005449591280653,32,0.96875,1,-1,0,2,0,0,1,0,0
4546880,POINT (16.347928524997755 48.188610982678256),5,0.1818181818181818,Schönbrunner Straße,,,1,0.0,457,0.6212534059945504,27,0.8125,0,109,0,1,0,0,3,0,0
4546881,POINT (16.329504759148268 48.173309558018275),12,0.4999999999999999,Altmannsdorfer Straße (bei Philadelphiabrücke),,,5,1.0,186,0.2520435967302452,33,1.0,1,-1,0,1,0,0,3,1,0
4546881,POINT (16.329504759148268 48.173309558018275),12,0.4999999999999999,Altmannsdorfer Straße (bei Philadelphiabrücke),,,5,1.0,650,0.8841961852861036,33,1.0,0,-1,0,3,0,0,2,-1,0
4546882,POINT (16.335882277604703 48.182913254247076),12,0.4999999999999999,Aßmayergasse,2,,1,0.0,457,0.6212534059945504,27,0.8125,1,113,0,2,0,0,1,0,0
4546883,POINT (16.301940268147483 48.16851960087722),12,0.4999999999999999,Rosenhügelstraße,,,2,0.25,422,0.5735694822888283,27,0.8125,1,94,0,2,0,0,1,0,0
4546883,POINT (16.301940268147483 48.16851960087722),12,0.4999999999999999,Rosenhügelstraße,,,2,0.25,696,0.946866485013624,27,0.8125,0,24,0,3,0,0,2,0,0
4546884,POINT (16.328864518853074 48.17988600064319),12,0.4999999999999999,Tivoligasse,7,9,1,0.0,319,0.433242506811989,28,0.84375,1,112,0,2,0,0,1,0,0
4546885,POINT (16.252549891565845 48.187439284828216),13,0.5454545454545455,Adolfstorgasse,,,1,0.0,457,0.6212534059945504,27,0.8125,1,95,0,2,0,0,1,0,0
4546886,POINT (16.289793803037504 48.1735240987687),13,0.5454545454545455,Fasangartengasse,49,,2,0.25,696,0.946866485013624,27,0.8125,1,92,0,3,0,0,2,0,0
4546887,POINT (16.25937061554493 48.18147106107006),13,0.5454545454545455,Ghelengasse,12,,1,0.0,304,0.4128065395095368,33,1.0,1,114,0,2,0,0,1,0,0
4546888,POINT (16.25725496882217 48.17791298103909),13,0.5454545454545455,Gemeindeberg,,,1,0.0,600,0.8160762942779292,32,0.96875,1,147,0,2,0,0,1,0,0
4546889,POINT (16.268214765990628 48.19008469252908),13,0.5454545454545455,Glasauergasse,15,,1,0.0,400,0.5435967302452316,32,0.96875,1,-1,0,2,0,0,1,0,0
4546890,POINT (16.279984821644522 48.17807907196686),13,0.5454545454545455,Gobergasse,,,3,0.5,223,0.3024523160762942,27,0.8125,1,93,0,2,0,0,1,0,0
4546891,POINT (16.202833723381968 48.170032877483415),13,0.5454545454545455,Lainzer Tiergarten (Hirschgstemm),,,1,0.0,114,0.1539509536784741,32,0.96875,1,-1,0,2,0,0,1,0,0
4546892,POINT (16.28499375556547 48.18471855414057),13,0.5454545454545455,Münichreiterstraße,,,1,0.0,457,0.6212534059945504,27,0.8125,1,95,0,2,0,0,1,0,0
4546893,POINT (16.272910385542968 48.1801592736194),13,0.5454545454545455,Roter Berg,,,1,0.0,457,0.6212534059945504,27,0.8125,1,95,0,2,0,0,1,0,0
4546894,POINT (16.273438747598377 48.17977433647658),13,0.5454545454545455,Rotenberggasse,20,,1,0.0,457,0.6212534059945504,27,0.8125,1,95,0,2,0,0,1,0,0
4546895,POINT (16.278998503917673 48.17832076569112),13,0.5454545454545455,Sauraugasse,,,3,0.5,618,0.840599455040872,27,0.8125,1,-1,0,2,0,0,1,0,0
4546895,POINT (16.278998503917673 48.17832076569112),13,0.5454545454545455,Sauraugasse,,,3,0.5,319,0.433242506811989,27,0.8125,1,88,0,2,0,0,1,0,0
4546895,POINT (16.278998503917673 48.17832076569112),13,0.5454545454545455,Sauraugasse,,,3,0.5,148,0.2002724795640326,27,0.8125,1,-1,0,2,0,0,1,0,0
4546895,POINT (16.278998503917673 48.17832076569112),13,0.5454545454545455,Sauraugasse,,,3,0.5,214,0.2901907356948228,27,0.8125,1,93,0,2,0,0,1,0,0
4546896,POINT (16.277335883153775 48.18496503094597),13,0.5454545454545455,Trazerberggasse,,,1,0.0,400,0.5435967302452316,32,0.96875,1,-1,0,2,0,0,1,0,0
4546897,POINT (16.26697484939269 48.176980594057376),13,0.5454545454545455,Wlassakstraße,43,,1,0.0,337,0.4577656675749318,33,1.0,1,87,0,2,0,0,1,0,0
4546898,POINT (16.31334180506132 48.193823919047766),14,0.5909090909090909,Flachgasse,7,,3,0.5,428,0.5817438692098093,21,0.625,1,97,0,2,0,0,1,0,0
4546899,POINT (16.426687901336383 48.23498904261505),22,0.9545454545454546,Fischerstrand,,,1,0.0,555,0.7547683923705722,32,0.96875,1,77,1,2,0,2,1,0,1
4546900,POINT (16.39033561683891 48.1941091516791),3,0.0909090909090909,Schützengasse,26,,2,0.25,715,0.9727520435967304,27,0.8125,0,21,0,3,0,0,2,0,0
4546900,POINT (16.39033561683891 48.1941091516791),3,0.0909090909090909,Schützengasse,26,,2,0.25,681,0.9264305177111716,27,0.8125,0,73,0,3,0,0,2,0,0
4546900,POINT (16.39033561683891 48.1941091516791),3,0.0909090909090909,Schützengasse,26,,2,0.25,319,0.433242506811989,27,0.8125,2,16,0,1,0,0,3,0,0
4546900,POINT (16.39033561683891 48.1941091516791),3,0.0909090909090909,Schützengasse,26,,2,0.25,650,0.8841961852861036,27,0.8125,0,18,0,3,0,0,2,0,0
4546900,POINT (16.39033561683891 48.1941091516791),3,0.0909090909090909,Schützengasse,26,,2,0.25,422,0.5735694822888283,27,0.8125,0,35,0,1,0,0,3,0,0
4546900,POINT (16.39033561683891 48.1941091516791),3,0.0909090909090909,Schützengasse,26,,2,0.25,241,0.326975476839237,27,0.8125,2,44,0,1,0,0,3,0,0
4546900,POINT (16.39033561683891 48.1941091516791),3,0.0909090909090909,Schützengasse,26,,2,0.25,61,0.0817438692098092,27,0.8125,2,22,0,1,0,0,3,0,0
4546901,POINT (16.386800730569583 48.167755745918626),10,0.4090909090909091,Absberggasse,,,2,0.25,120,0.162125340599455,21,0.625,2,-1,0,1,0,0,3,0,0
4546901,POINT (16.386800730569583 48.167755745918626),10,0.4090909090909091,Absberggasse,,,2,0.25,319,0.433242506811989,21,0.625,2,47,0,1,0,0,3,0,0
4546902,POINT (16.41665963077831 48.13467927160841),10,0.4090909090909091,Unterlaaer Straße,,,1,0.0,319,0.433242506811989,9,0.25,2,47,0,0,1,0,0,0,0
4546903,POINT (16.372457918965484 48.20441918144598),1,0.0,Annagasse,5,,2,0.25,422,0.5735694822888283,11,0.3125,0,13,0,0,1,0,0,0,0
4546903,POINT (16.372457918965484 48.20441918144598),1,0.0,Annagasse,5,,2,0.25,487,0.662125340599455,11,0.3125,0,13,0,0,1,0,0,0,0
4546903,POINT (16.372457918965484 48.20441918144598),1,0.0,Annagasse,5,,2,0.25,462,0.6280653950953679,11,0.3125,0,13,0,0,1,0,0,0,0
4546903,POINT (16.372457918965484 48.20441918144598),1,0.0,Annagasse,5,,2,0.25,120,0.162125340599455,11,0.3125,2,3,0,0,1,0,0,0,0
4546903,POINT (16.372457918965484 48.20441918144598),1,0.0,Annagasse,5,,2,0.25,319,0.433242506811989,11,0.3125,2,2,0,0,1,0,0,0,0
4546903,POINT (16.372457918965484 48.20441918144598),1,0.0,Annagasse,5,,2,0.25,457,0.6212534059945504,11,0.3125,0,13,0,0,1,0,0,0,0
4546903,POINT (16.372457918965484 48.20441918144598),1,0.0,Annagasse,5,,2,0.25,650,0.8841961852861036,11,0.3125,0,27,0,3,1,0,2,0,0
4546904,POINT (16.390570327893005 48.19522235910641),3,0.0909090909090909,Rudolfspital,,,1,0.0,722,0.9822888283378748,27,0.8125,0,21,0,3,0,0,2,0,0
4546905,POINT (16.24203036765571 48.22435844436075),14,0.5909090909090909,Schuhbrecherinwald (Siedlung Jägerwald),,,3,0.5,293,0.3978201634877384,27,0.8125,1,96,0,2,0,0,1,0,0
4546906,POINT (16.279363371268364 48.21104539323995),14,0.5909090909090909,Baumgartner Höhe,1,,1,0.0,319,0.433242506811989,21,0.625,1,76,0,2,0,0,1,0,0
4546907,POINT (16.257271509961022 48.201510255811606),14,0.5909090909090909,Bergmillergasse,1,3,2,0.25,422,0.5735694822888283,9,0.25,1,97,0,2,1,0,1,0,0
4546907,POINT (16.257271509961022 48.201510255811606),14,0.5909090909090909,Bergmillergasse,1,3,2,0.25,374,0.5081743869209809,9,0.25,1,-1,0,0,1,0,0,0,0
4546909,POINT (16.182556110619316 48.22431405446714),12,0.4999999999999999,Buchberg,,,2,0.25,564,0.7670299727520437,33,1.0,1,-1,0,2,0,0,1,0,0
4546910,POINT (16.30221056137103 48.19210100866668),14,0.5909090909090909,Cumberlandstraße,53a,,3,0.5,223,0.3024523160762942,33,1.0,1,115,0,2,0,0,1,0,0
4546910,POINT (16.30221056137103 48.19210100866668),14,0.5909090909090909,Cumberlandstraße,53a,,3,0.5,422,0.5735694822888283,33,1.0,1,97,0,2,0,0,1,0,0
4546911,POINT (16.305631444542303 48.18982124367964),14,0.5909090909090909,Diesterweggasse,,,3,0.5,143,0.1934604904632152,9,0.25,1,-1,0,0,1,0,0,0,0
4546911,POINT (16.305631444542303 48.18982124367964),14,0.5909090909090909,Diesterweggasse,,,3,0.5,223,0.3024523160762942,9,0.25,1,115,0,0,1,0,0,0,0
4546912,POINT (16.300832367541865 48.191440318605),14,0.5909090909090909,Einwanggasse,27,,2,0.25,319,0.433242506811989,27,0.8125,1,76,0,2,0,0,1,0,0
4546912,POINT (16.300832367541865 48.191440318605),14,0.5909090909090909,Einwanggasse,27,,2,0.25,422,0.5735694822888283,27,0.8125,1,97,0,2,0,0,1,0,0
4546912,POINT (16.300832367541865 48.191440318605),14,0.5909090909090909,Einwanggasse,27,,2,0.25,715,0.9727520435967304,27,0.8125,1,-1,0,2,0,0,1,0,0
4546912,POINT (16.300832367541865 48.191440318605),14,0.5909090909090909,Einwanggasse,27,,2,0.25,644,0.8760217983651226,27,0.8125,1,-1,0,2,0,0,1,0,0
4546912,POINT (16.300832367541865 48.191440318605),14,0.5909090909090909,Einwanggasse,27,,2,0.25,568,0.7724795640326976,27,0.8125,1,-1,0,2,-1,0,1,0,0
4546913,POINT (16.28156568575658 48.2044997991534),14,0.5909090909090909,Flötzersteig,,,1,0.0,457,0.6212534059945504,27,0.8125,1,4,0,2,0,0,1,0,0
4546914,POINT (16.278193441991768 48.20381782951131),14,0.5909090909090909,Flötzersteig,,,1,0.0,457,0.6212534059945504,27,0.8125,1,4,0,2,0,0,1,0,0
4546915,POINT (16.285436085579903 48.19704315974421),14,0.5909090909090909,Hütteldorfer Straße,188,,3,0.5,223,0.3024523160762942,33,1.0,1,115,0,2,0,0,1,0,0
4546915,POINT (16.285436085579903 48.19704315974421),14,0.5909090909090909,Hütteldorfer Straße,188,,3,0.5,281,0.3814713896457765,33,1.0,1,96,0,2,0,0,1,0,0
4546915,POINT (16.285436085579903 48.19704315974421),14,0.5909090909090909,Hütteldorfer Straße,188,,3,0.5,150,0.2029972752043596,33,1.0,1,-1,0,2,0,0,1,0,0
4546916,POINT (16.25644099130159 48.20226720995942),14,0.5909090909090909,Linzer Straße,424,,1,0.0,715,0.9727520435967304,27,0.8125,1,-1,0,2,0,0,1,0,0
4546917,POINT (16.31292490471472 48.19322108150504),14,0.5909090909090909,Linzer Straße,30,,1,0.0,457,0.6212534059945504,27,0.8125,1,4,0,2,0,0,1,0,0
4546918,POINT (16.22115253734442 48.2126202527454),14,0.5909090909090909,Parkgasse,5,,1,0.0,319,0.433242506811989,33,1.0,1,76,0,2,0,0,1,0,0
4546919,POINT (16.263246935102718 48.2101027560203),14,0.5909090909090909,Satzberg,,,1,0.0,600,0.8160762942779292,32,0.96875,1,-1,0,2,0,0,1,0,0
4546920,POINT (16.258807148015055 48.203226047141726),14,0.5909090909090909,Satzberggasse,,,1,0.0,457,0.6212534059945504,27,0.8125,1,4,0,2,0,0,1,0,0
4546921,POINT (16.26076018894955 48.21341615083503),14,0.5909090909090909,Satzberg,,,1,0.0,457,0.6212534059945504,27,0.8125,1,4,0,2,0,0,1,0,0
4546921,POINT (16.26076018894955 48.21341615083503),14,0.5909090909090909,Satzberg,,,1,0.0,84,0.1130790190735694,27,0.8125,1,-1,0,2,-1,0,1,0,0
4546922,POINT (16.243076633345968 48.22398608723528),14,0.5909090909090909,Schuhbrechergasse,25,,1,0.0,457,0.6212534059945504,27,0.8125,1,4,0,2,0,0,1,0,0
4546923,POINT (16.244309877381646 48.22547904988438),14,0.5909090909090909,Karl Bekehrty-Straße,59,,1,0.0,319,0.433242506811989,27,0.8125,1,76,0,2,0,0,1,0,0
4546924,POINT (16.256962978292467 48.2013494336336),14,0.5909090909090909,Stockhammerngasse,32,,3,0.5,428,0.5817438692098093,21,0.625,1,97,0,2,0,0,1,0,0
4546924,POINT (16.256962978292467 48.2013494336336),14,0.5909090909090909,Stockhammerngasse,32,,3,0.5,223,0.3024523160762942,21,0.625,1,115,0,2,0,0,1,0,0
4546925,POINT (16.19061718482547 48.23774266323145),12,0.4999999999999999,Untermauerbach,,,1,0.0,715,0.9727520435967304,27,0.8125,0,-1,0,3,0,0,2,0,0
4546925,POINT (16.19061718482547 48.23774266323145),12,0.4999999999999999,Untermauerbach,,,1,0.0,626,0.8514986376021798,27,0.8125,0,-1,0,3,0,0,2,0,0
4546926,POINT (16.207649663529487 48.22620282814465),14,0.5909090909090909,Vorderhainbach (Hadersdorf),,,1,0.0,133,0.1798365122615803,32,0.96875,1,-1,0,2,0,0,1,0,0
4546927,POINT (16.276817272280542 48.149290866117006),23,1.0,Atzgersdorf,,,2,0.25,715,0.9727520435967304,27,0.8125,1,-1,1,2,0,2,1,0,1
4546927,POINT (16.276817272280542 48.149290866117006),23,1.0,Atzgersdorf,,,2,0.25,452,0.614441416893733,27,0.8125,1,0,1,2,0,2,1,0,1
4546927,POINT (16.276817272280542 48.149290866117006),23,1.0,Atzgersdorf,,,2,0.25,288,0.3910081743869209,27,0.8125,1,-1,1,2,0,2,1,0,1
4546928,POINT (16.28938653130232 48.14397574228867),23,1.0,Atzgersdorf,,,1,0.0,556,0.7561307901907357,32,0.96875,1,-1,1,2,0,2,1,0,1
4546928,POINT (16.28938653130232 48.14397574228867),23,1.0,Atzgersdorf,,,1,0.0,327,0.4441416893732969,32,0.96875,1,116,1,2,0,2,1,0,1
4546928,POINT (16.28938653130232 48.14397574228867),23,1.0,Atzgersdorf,,,1,0.0,334,0.4536784741144414,32,0.96875,1,116,1,2,0,2,1,0,1
4546928,POINT (16.28938653130232 48.14397574228867),23,1.0,Atzgersdorf,,,1,0.0,521,0.7084468664850136,32,0.96875,1,-1,1,2,0,2,1,0,1
4546928,POINT (16.28938653130232 48.14397574228867),23,1.0,Atzgersdorf,,,1,0.0,66,0.0885558583106266,32,0.96875,1,-1,1,2,0,2,1,0,1
4546929,POINT (16.295261528556235 48.151533589587274),23,1.0,Atzgersdorfer Straße,,,2,0.25,319,0.433242506811989,9,0.25,1,1,1,2,2,1,1,0,1
4546929,POINT (16.295261528556235 48.151533589587274),23,1.0,Atzgersdorfer Straße,,,2,0.25,650,0.8841961852861036,9,0.25,1,117,1,2,-1,3,1,0,1
4546929,POINT (16.295261528556235 48.151533589587274),23,1.0,Atzgersdorfer Straße,,,2,0.25,538,0.7316076294277929,9,0.25,1,-1,1,2,-1,3,1,0,1
4546929,POINT (16.295261528556235 48.151533589587274),23,1.0,Atzgersdorfer Straße,,,2,0.25,241,0.326975476839237,9,0.25,1,118,1,2,-1,1,1,0,1
4546930,POINT (16.2934489472632 48.147944563196724),23,1.0,Atzgersdorf,,,1,0.0,457,0.6212534059945504,27,0.8125,1,0,1,2,0,2,1,0,1
4546931,POINT (16.20487659833159 48.138470831443534),12,0.4999999999999999,Breitenfurt,,,1,0.0,333,0.4523160762942779,27,0.8125,1,-1,0,2,0,0,1,0,0
4546931,POINT (16.20487659833159 48.138470831443534),12,0.4999999999999999,Breitenfurt,,,1,0.0,73,0.0980926430517711,27,0.8125,2,-1,0,1,-1,0,1,0,0
4546932,POINT (16.296958849751746 48.14064905530679),23,1.0,Carlbergergasse,40,42,3,0.5,610,0.829700272479564,27,0.8125,1,-1,1,2,0,2,1,0,1
4546933,POINT (16.288734566471472 48.15137209061938),23,1.0,Gatteredergasse,,,1,0.0,319,0.433242506811989,32,0.96875,1,1,1,2,0,2,1,0,1
4546933,POINT (16.288734566471472 48.15137209061938),23,1.0,Gatteredergasse,,,1,0.0,650,0.8841961852861036,32,0.96875,1,117,1,2,0,2,1,0,1
4546933,POINT (16.288734566471472 48.15137209061938),23,1.0,Gatteredergasse,,,1,0.0,241,0.326975476839237,32,0.96875,1,118,1,2,0,2,1,0,1
4546934,POINT (16.420411347095786 48.17080022638787),11,0.4545454545454545,Kobelgasse,5,,1,0.0,319,0.433242506811989,21,0.625,1,49,0,1,0,0,1,0,0
4546935,POINT (16.343022303941584 48.15331769178171),10,0.4090909090909091,Inzersdorf,,,1,0.0,457,0.6212534059945504,27,0.8125,0,48,0,1,0,0,3,0,0
4546936,POINT (16.297926217627595 48.165812320331035),12,0.4999999999999999,Rosenhügelstraße,88,,2,0.25,422,0.5735694822888283,27,0.8125,1,94,0,2,0,0,1,0,0
4546936,POINT (16.297926217627595 48.165812320331035),12,0.4999999999999999,Rosenhügelstraße,88,,2,0.25,696,0.946866485013624,27,0.8125,0,24,0,3,0,0,2,0,0
4546937,POINT (16.324996024218763 48.14728969076703),23,1.0,Inzersdorf,,,1,0.0,457,0.6212534059945504,27,0.8125,1,0,1,2,0,2,1,0,1
4546938,POINT (16.25718468209234 48.133504359053354),23,1.0,Ketzergasse (Rodaun),,,1,0.0,427,0.5803814713896458,33,1.0,1,119,1,2,0,2,1,0,1
4546939,POINT (16.27356047070595 48.13478540662016),23,1.0,Khekgasse,46,,1,0.0,319,0.433242506811989,33,1.0,1,1,1,2,0,2,1,0,1
4546939,POINT (16.27356047070595 48.13478540662016),23,1.0,Khekgasse,46,,1,0.0,241,0.326975476839237,33,1.0,1,118,1,2,0,2,1,0,1
4546940,POINT (16.283759952556284 48.13510779188208),23,1.0,Liesinger Platz,,,1,0.0,698,0.9495912806539508,33,1.0,1,98,1,2,0,2,1,0,1
4546941,POINT (16.373290314366763 48.2084233637328),1,0.0,Stephansplatz,,,1,0.0,457,0.6212534059945504,9,0.25,0,13,0,0,1,0,0,0,0
4546942,POINT (16.296569846087404 48.16053989532936),12,0.4999999999999999,Meidling (Südwestfriedhof),,,3,0.5,223,0.3024523160762942,9,0.25,1,120,0,0,1,0,0,0,0
4546942,POINT (16.296569846087404 48.16053989532936),12,0.4999999999999999,Meidling (Südwestfriedhof),,,3,0.5,148,0.2002724795640326,9,0.25,2,-1,0,0,1,0,0,0,0
4546942,POINT (16.296569846087404 48.16053989532936),12,0.4999999999999999,Meidling (Südwestfriedhof),,,3,0.5,142,0.1920980926430517,9,0.25,2,-1,0,0,1,0,0,0,0
4546942,POINT (16.296569846087404 48.16053989532936),12,0.4999999999999999,Meidling (Südwestfriedhof),,,3,0.5,171,0.2316076294277929,9,0.25,1,-1,0,0,1,0,0,0,0
4546942,POINT (16.296569846087404 48.16053989532936),12,0.4999999999999999,Meidling (Südwestfriedhof),,,3,0.5,319,0.433242506811989,9,0.25,1,112,0,0,1,0,0,0,0
4546942,POINT (16.296569846087404 48.16053989532936),12,0.4999999999999999,Meidling (Südwestfriedhof),,,3,0.5,255,0.3460490463215258,9,0.25,1,-1,0,0,1,0,0,0,0
4546942,POINT (16.296569846087404 48.16053989532936),12,0.4999999999999999,Meidling (Südwestfriedhof),,,3,0.5,80,0.1076294277929155,9,0.25,2,-1,0,0,-1,0,0,0,0
4546943,POINT (16.288460014689587 48.181901925008994),13,0.5454545454545455,Alois Kraus-Promenade,,,1,0.0,457,0.6212534059945504,27,0.8125,1,95,0,2,0,0,1,0,0
4546944,POINT (16.264603459632575 48.18102560041509),13,0.5454545454545455,Gemeindeberggasse,,,1,0.0,457,0.6212534059945504,9,0.25,1,95,0,0,1,0,0,0,0
4546908,POINT (16.249287057178336 48.21764966848318),14,0.5909090909090909,Ulmenstraße,4,,1,0.0,319,0.433242506811989,32,0.96875,1,76,0,2,0,0,1,0,0
4546945,POINT (16.268153945495442 48.17970159901003),13,0.5454545454545455,Jagdschloßgasse,83,,1,0.0,457,0.6212534059945504,27,0.8125,1,95,0,2,0,0,1,0,0
4546946,POINT (16.283364849400858 48.17965667124047),13,0.5454545454545455,Titlgasse,1a,,1,0.0,622,0.8460490463215259,7,0.1875,1,-1,0,0,-1,3,0,0,0
4546947,POINT (16.217582192830907 48.21293334977221),14,0.5909090909090909,Erdburgweg,,,2,0.25,460,0.6253405994550408,33,1.0,1,4,0,2,0,0,1,0,0
4546948,POINT (16.259514982048444 48.214250554384314),14,0.5909090909090909,Satzberg,,,1,0.0,319,0.433242506811989,27,0.8125,1,76,0,2,0,0,1,0,0
4547970,POINT (16.369495840219475 48.21169993812656),1,0.0,Judenplatz,1,11,2,0.25,54,0.0722070844686648,15,0.4375,2,3,0,0,1,0,0,0,0
4547970,POINT (16.369495840219475 48.21169993812656),1,0.0,Judenplatz,1,11,2,0.25,647,0.8801089918256131,15,0.4375,0,27,0,3,1,0,2,0,0
4547970,POINT (16.369495840219475 48.21169993812656),1,0.0,Judenplatz,1,11,2,0.25,125,0.1689373297002724,15,0.4375,2,3,0,0,1,0,0,0,0
4547970,POINT (16.369495840219475 48.21169993812656),1,0.0,Judenplatz,1,11,2,0.25,15,0.0190735694822888,15,0.4375,2,3,0,0,1,0,0,0,0
4547970,POINT (16.369495840219475 48.21169993812656),1,0.0,Judenplatz,1,11,2,0.25,422,0.5735694822888283,15,0.4375,0,13,0,0,1,0,0,0,0
4547970,POINT (16.369495840219475 48.21169993812656),1,0.0,Judenplatz,1,11,2,0.25,120,0.162125340599455,15,0.4375,2,3,0,0,1,0,0,0,0
4547970,POINT (16.369495840219475 48.21169993812656),1,0.0,Judenplatz,1,11,2,0.25,462,0.6280653950953679,15,0.4375,0,13,0,0,1,0,0,0,0
4547970,POINT (16.369495840219475 48.21169993812656),1,0.0,Judenplatz,1,11,2,0.25,630,0.8569482288828338,15,0.4375,0,27,0,3,1,0,2,0,0
4547970,POINT (16.369495840219475 48.21169993812656),1,0.0,Judenplatz,1,11,2,0.25,429,0.5831062670299728,15,0.4375,0,13,0,0,1,0,0,0,0
4547970,POINT (16.369495840219475 48.21169993812656),1,0.0,Judenplatz,1,11,2,0.25,595,0.8092643051771117,15,0.4375,0,27,0,3,1,0,2,0,0
4547970,POINT (16.369495840219475 48.21169993812656),1,0.0,Judenplatz,1,11,2,0.25,199,0.2697547683923705,15,0.4375,2,25,0,0,1,0,0,0,0
